"scen_id","n","pi0","power","alpha","method","mean_fdp","exceed","H","delta_ecdf","tau","alpha_cqr","max_weight"
"L15",10,0.7,0.5,0.05,"BH",0.705599305468431,1,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L15",10,0.7,0.5,0.05,"Storey",0.702858110192535,1,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L15",10,0.7,0.5,0.05,"SCOUT_safe",0.70374084054336,1,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L15",10,0.7,0.5,0.05,"SCOUT_both",0.703579200512421,1,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L15",10,0.7,0.5,0.05,"SCOUT_confOnly",0.701559082084978,1,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L15",10,0.7,0.5,0.1,"BH",0.701181695744867,1,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L15",10,0.7,0.5,0.1,"Storey",0.70176981806013,1,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L15",10,0.7,0.5,0.1,"SCOUT_safe",0.70098586773281,1,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L15",10,0.7,0.5,0.1,"SCOUT_both",0.702066759504412,1,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L15",10,0.7,0.5,0.1,"SCOUT_confOnly",0.701062876721965,1,"0.1,0.2,0.3",0.02,0.65,0.02,4
